Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
02/13/2019,Debt collection,Credit card debt,Communication tactics,Frequent or repeated calls,"I XXXX XXXX along with my husband XXXX XXXX are going through a long term financial hardship. We most likely will be filing for a Chapter XXXX bankruptcy in the near future. In the meantime, we have asked numerous debt collection agencies to cease and desist making threatening calls to both of our cell phones. These collection agencies are even calling our neighbors and relatives looking to make contact with us. This has to be an illegal collection practice, and we do not desire to have relatives know of the financial problems we are going through. Accordingly, we wish to have all calls cease immediately.",,PORTFOLIO RECOVERY ASSOCIATES INC,CO,800XX,,Consent provided,Web,02/13/2019,Closed with non-monetary relief,Yes,,3150788
04/21/2016,Student loan,Non-federal student loan,Getting a loan,Can't qualify for a loan,"My husband has co-signed for my daughters student loans through Discover for 3 1/2 years. She has 2 semesters left and Discover has denied my husband, myself and dad the ability to be a co-signer. All have good credit and both my husband and dad have accounts with Discover that are current, and the FICO scores on each of their statements indicate they have good credit scores. 
I have called Discover and they can not tell me why all XXXX co-signers have been denied. I feel it may be related to a personal loan request, in which they denied my husband, but offered my dad and he refused after they kept losing his paperwork. If this is the case I am not sure why they even offer student loans. The loan is in my daughters name and her responsibility, with the understanding we will pay the loan if she defaults. We also had the understanding that no payments were necessary until after she graduates. I am in the process of paying off my student loan and then we were going to start paying on hers when mine was paid. 
I feel Discover owes my daughter an explanation as to why suddenly they can not offer her a loan. She has done absolutely nothing wrong in this matter. She is just trying to complete a degree so she can attend graduate school. 
I have contacted them over the phone and each time I just end up with a customer service representative who reads from a screen. Discover does not live up to college loans services as they advertise and I hope this incident can put them back on the right path.",,DISCOVER BANK,NC,287XX,,Consent provided,Web,04/21/2016,Closed with explanation,Yes,No,1888050
12/16/2017,Mortgage,Conventional home mortgage,Closing on a mortgage,,"XXXX XXXX XXXX still has not remeburse me for doing their part on the Title work that was suppose to be done by them The Lender XXXX XXXX and i sent emails from them and other title compnaies and the court itself said That XXXX XXXX XXXX was suppose to do the title work and taken care of it and all recorded. XXXX XXXX XXXX once agin did not do this. It has nothing to do with myself I had nothing to do with the titale work and recording thats whom XXXX XXXX paid for XXXX XXXX to complete the proper title work and they never did. And it wasnt the prviouse lendors fault He did everything on his end. SO I had to go pay for another Title company to record and get the lean off. The only paper work they would accept took three weeks to get because XXXX XXXXl stated that once agaoin XXXX XXXX XXXX was responsble for what was suppose to be done and they dropped the ball they quoted to me "" It was their mistake '' Very impotant that Fidelity reads this and start taking action for there own error as Fidelity states a satisfaction letter was sent all this was was and payoff letter nothing else when i took to the Court they would not aaccept it and laughed they needed the full discharge of mortage from the title company that was XXXX XXXX XXXX XXXX and that was the only way to get Lien off and now Listen closely XXXX XXXX XXXX was paid a hefty amount and to do the title work and settlemnt work this was not done I repeat there was no satifaction letter I would respectfully ask that XXXX XXXX XXXX provid me a copy of this such letter out there and prove to me the Court would accept that. I confirm this that It was not doen on their pat XXXX XXXX can not prove this Ill bet any money on this you show me the letter and paperwork that the court would have accepted to get lien off Nothing because I had to hire another title compnay to fix the mess XXXX XXXX XXXX made. I will be waiting on the letter you said I recieved. And the check your refering to and u had the wrong amount was not for what you said it was that amount would have done nothing. But sinc eu sent it yes i will deduct from the total amount which you owe me now has risen even higher due to more attourney work being done. I would like an answer If its not my fault and not XXXX XXXX and XXXX XXXX or the Courts error which it was none of our responsibilitys clearly then whos fault is it There only one left XXXX XXXX XXXX PLease pay your bill and fix your mistakes. Let it be noted that XXXX XXXX  has lied now on several ocasions have documentation to the T. Also XXXX XXXX  stated I would not talk on phone. I have talk on the phone on several occation by this company. However with their lying and not answering my questions and being unproffesional towards me. I was advice by my councel to put everything on tape and through email so that I would have evidence and paper trail whcih I have proving that this was Fidelitys eror and their error only no one elses.They keep mentioning XXXX XXXX XXXX it has nothing to do with them quit places the blame on others.. I ask for a copy of what Fidelity job was as title company to do the titale work and again was lied to got the runaround I would like a copy of that every company has this they have is show me what you were paid to do This is the 7th time about i requested and still never got.",,"Fidelity National Financial, Inc",MI,49707,,Consent provided,Web,12/16/2017,Closed with explanation,Yes,,2756962
06/23/2017,Student loan,Federal student loan servicing,Struggling to repay your loan,Problem lowering your monthly payments,"I am currently in the process of re-verifying my income based repayments. I filled out the forms and spoke with a representative on, XX/XX/XXXX. They Stated that they had received my Application and that all I needed to do was send my proof of income. I am currently not working and I thought I made that clear during the process so I sent in an email my husbands proof of incomes detailing how often he is paid, which is all the information they requested. I put my account number in the email, and I left a phone number requesting a Call if there was any other information they needed to process the application. I called on XX/XX/XXXX to verify that my email was received. They stated that they had the information and that it should take a few weeks to process. I assumed this meant that everything was squared away and that I had completed my end of the process. I continued to make my normal payments. On XX/XX/XXXX I logged into my account and noticed that my payment had jumped from XXXX to XXXX. I immediately called the customer service line. When I asked why the payment had increased the representative stated that it was because I never re-certified my income. When I tried to get ask why my information was not processed I received unhelpful answers. I was first told that they never received my e-mail. When I stated that I was told by a different representative that they had indeed received my email on XX/XX/XXXX, I was told that it was impossible because they do n't have access to the email, and that no one would have told me that they received my information that quickly because it takes 48 hours. I then gave her the date and time that the email was sent, and asked to have her look at it she stated that she did not have access to the email. I then asked to be transferred to someone who does have access to the emails and she stated that the department that has access to it does not have phones. I then asked how I can resolve this issue, as I had sent the information in a timely manner, and am now being told there was no way for customer service to check. She stated that I could resend my information. This was unsatisfactory to me as I had already done so, and had proof of doing so and it still was not processed correctly. I then began questioning the legality of what was being done with regards to my account and she stated that she would put me on hold and try to find someone with access to the email account. When she returned she stated that she can not access the emails, and upon further review of my application my documents were received and processed on XX/XX/XXXX, but that they still needed my personal proof of income. I asked how I was supposed to provide proof of income when I do not work currently, as only my spouse is working. I was told I filled out the application wrong and that I needed to send in a letter stating that I currently have no taxable income. I then asked why no one notified me, as I clearly stated in my email to contact me if any more information was needed and the response was that she did n't know. I have sent the requested info to the e-mail on XX/XX/XXXX.",,"NELNET, INC.",PA,,Servicemember,Consent provided,Web,06/23/2017,Closed with explanation,Yes,,2556932
05/15/2016,Bank account or service,Checking account,Using a debit or ATM card,,"I was involved in a XXXX. I was asleep and my apartment was broken into. Many items were stolen including my debit card. It is a CHASE debit card and when I called to freeze my card they asked me several questions about the last payment I made. The CHASE employee on the phone talked fast and had a strong accent. He asked me about a certain charge but never said a time or place and I misspoke and said that charge was made. This call happened around 8 hours after the incident and I was still shaken up from it. There was {$480.00} taken out of an ATM that was not me and was fraudulent. CHASE denied my claim because I misspoke about another charge that they think I verified. I 've called them multiple times but my case is closed and there is no appeal process other than the court system. I do not want to sue them, but this whole process has taken so much of my time and has been really hard on me especially because I am a XXXX and I spend hours on the phone with CHASE. All I want is my money back, but CHASE does n't care. They never asked me for the police report even when I offered to give it to them. The evidence does n't add up because the police were called about the incident before the charge on the card happened so there is no possible way I could have made the charge. Please please help me.",,JPMORGAN CHASE & CO.,WI,531XX,,Consent provided,Web,05/15/2016,Closed with monetary relief,Yes,No,1924331
07/13/2015,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,"I was going to do a bankruptcy but stopped the process, the car was sent for collection to XXXX ... it is showing that it is a repo which is not I have been making paying through the company XXXX that USAA assigned to it. I need that collection off my credit because it is affecting me getting a new car. This account is being paid on the XXXX of the month at {$300.00}",Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,GA,303XX,,Consent provided,Web,07/13/2015,Closed with explanation,Yes,No,1464754
09/26/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"I was hit by hurricane Irma in XX/XX/XXXX and never recovered and applied for a loan modification and sent in a complete package of 31 pages on XX/XX/XXXX before there was a sale date scheduled. As the review went on a sale date of XX/XX/XXXX was set. I was not worried because I had already submitted my documents and knew in the past Ocwen was very helpful in loss mitigation options. I was asked to send in more documents and sent in 13 pages on XX/XX/XXXX then they asked for more documents and I sent in 3 pages on XX/XX/XXXX.

All was still well because on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX I was being assured that once that package is complete the sale will be placed on hold so they could review my package for workout options.

On XX/XX/XXXX at XXXX XXXX I went to the escalations department and they confirmed my packaged was deemed "" complete '' I breathed a sign of relief.

On XX/XX/XXXX I call in and it's a whole different story, they claim I still need another document which was not asked for before and ignore the "" complete package '' determination I had the day before.

On top of that they claim since I was less than 7 business days from a sale date they were not going to review me anymore?

I escalated it to the Ombudsman department who is trying to resolve it now especially since I was deemed to have a complete package on XX/XX/XXXX at XXXX XXXX and assured my multiple agents the days prior that the sale would be stopped once I reached that designation.",,OCWEN LOAN SERVICING LLC,GA,31310,Servicemember,Consent provided,Web,09/26/2018,Closed with explanation,Yes,,3030076
04/19/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Representative attorney for Portfolio Recovery Associates LLC in Arkansas revived a seven-year-old default judgement I was not originally aware of ( in XXXX ), by pushing through a quick garnishment ( in XXXX ) without doing the due diligence to contact me, confirm an accounting of the debt, or check whether it was time-barred or even an accurate debt. Apparently they garnished {$500.00} from an employer after I was terminated in XXXX, so I was unaware of this garnishment from my final pay. My credit report is clean going back 12 years, so I see no proof of this debt. I immediately requested information connecting me to the debt, but received no account information from PRA. According to CFPB Consent Order # XXXX, Portfolio Recovery Associates LLC and all attorneys associated with them were charged in XXXX XXXX with the burden of proof to review these old default judgements and move to vacate any that could not be proven when challenged by the consumer. It 's {$2700.00} and there is not XXXX shred of evidence in the court file to confirm the debt.",,PORTFOLIO RECOVERY ASSOCIATES INC,AR,720XX,,Consent provided,Web,04/19/2016,Closed with explanation,Yes,Yes,1885922
06/26/2018,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,"On XX/XX/XXXX was contacted by Citi Fraud about suspicious activity on my card. I immediately identified the suspected charges as fraud and we canceled the current card. The charges were about 200 dollars and were gas and food charges.

A few days later, I had an interview with the fraud department and we went through the statement and I identified what charges were fraud and which were legit ... I stated that all the airlines tickets and XXXX XXXX charges were legit. 
Over the next few weeks i had two more calls with the fraud department, again stating what charges were fraud and which were legit. In all three calls I identified what was fraud and that all XXXX XXXX charges were legit. 
On XX/XX/XXXX I was notified that all my airline tickets purchased is XXXX had been canceled. I contacted XXXX XXXX and was told that Citi called and said these charges were fraud and XXXX canceled all the tickets. This was 3 days before our departure date for XXXX. The tickets were in my name. Because XXXX reported it as fraud, XXXX XXXX put my entire account on hold. It took 5 hours on the phone to get citi to admit this was done in error and we were able to rebook the flights ... it was a total disaster. I actually had to do a conference call with Citi and XXXX to get it resolved. Who buys airline tickets in their own name ... the same name as the card holder and claims it's fraud. 
After my return from XXXX, I went to my home in SC only to discover i had no internet access. After calling my internet provider I discovered that Citi had informed them that the internet charges for 3 months out of 18 were fraud ... so they canceled my internet service. The citi card was set up on autopay for 18 months yet Citi claimed 3 months were fraud. I had to pay fees to get my internet service reinstated. 
On XX/XX/XXXX I logged on to my XXXX XXXX account to find I was missing XXXX miles from my account. I called XXXX XXXX and they told me that Citi informed them that the membership I purchased for the XXXX XXXX on XX/XX/XXXX was fraud. So they refunded citi the money and then deducted XXXX miles since I had been using the membership since XXXX. 
On XX/XX/XXXX I entered the XXXX XXXX club in XXXX and was allowed to enter but then I was paged and told I must leave because my membership has been terminated. This issue is still unresolved. So I paid for a membership ... .Citi charged me for a membership ... XXXX deducted miles to pay for the membership and yet I still get kicked out. 
Citi is now calling to collect payment ... why should I pay until all issues are resolved ... I have been a Citi card holder since XXXX ... paid bill in full every month ... charged up to 75K per year and this is how Citi treats its customers.

I have had over 13 calls to Citi and they listen and say we are sorry for all the problems and then I never hear back ... ... they dont care ... .they simply dont care about how they treat customers ... 
Based on my statement they claimed over 9000 dollars of charges were incorrectly classified as fraud ... only to due a credit reversal for all these charges 7 days later. 
I have no idea how many companies were contacted by Citi claiming fraud nor how many refunded payment to Citi ... they cant or wont tell me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NC,282XX,,Consent provided,Web,06/26/2018,Closed with explanation,Yes,,2946978
04/24/2018,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,I sent a letter on XX/XX/2018 requesting that valadation of said account to be proven in order to collect a debt. The company response didnt not include proof of Validation.,,PORTFOLIO RECOVERY ASSOCIATES INC,MI,480XX,,Consent provided,Web,04/24/2018,Closed with explanation,Yes,,2884518
03/16/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Investigation took more than 30 days,Filed a dispute about XXXX XXXX took trans union more than 30 days,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AR,728XX,,Consent provided,Web,03/16/2018,Closed with explanation,Yes,,2845387
07/05/2017,Student loan,Federal student loan servicing,Struggling to repay your loan,Can't get other flexible options for repaying your loan,"My loan is from XXXX XXXX XXXX XXXX, CA for a XXXX XXXX XXXX XXXX certificate back in 2001. I could not do the XXXX required to get certified after completing the class. I was working full time single head of house so going parttime was not an option. I could not attend a XXXX offer for 4 hrs a day for a month to complete my certificate so I could not become a XXXX or XXXX. I however paid {$1000.00} cash and a loan for the rest like {$4000.00}. I have tried to make payments of {$50.00} as agreed upon a long while ago. I however was called by a lawyer who told me they could get 65 % off my loan amount removed ( I have 2 different loans totaling {$13000.00} estimate ). The cost was {$150.00} a month and could take 18 to 24 months. I went with them and they told me I could stop paying on my loans until it resolved if I chose so I stopped paying. I was told I would not get harassing calls by the lawyer but I still did every day sometime twice a day. After about almost 6 months I said forget it and dismissed the lawyer and began paying on my loans. By this time they said I went over my 260 day before it goes into default but I think I am a few days short. They would not hear it they just kept talking garnishment of my pay check. I had to agree to make large payments of {$310.00} on one ( XXXX ) and the Navient/XXXX of {$370.00} that I fell is a whole lot leaving no money for my other expenses. My big concern is with Navient who said they sold the loan to XXXX and that I was in default. I got a bill from Navient last month that says my payment is {$50.00} due in XX/XX/XXXX and when I was making payments to them I called and asked if I was behind on my payment and they said no. I am confused why they say I am ok but this XXXX said I am in default and set me up with these large payment that I had to agree to or have my paycheck garnished. I want to go back to paying my regular payment and be taken off the default list as I am not according to Navient in default. My name is XXXX XXXX and my contact phone is XXXX",,"Navient Solutions, LLC.",TX,787XX,,Consent provided,Web,07/06/2017,Closed with explanation,Yes,,2565509
06/24/2015,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,"I am deeply troubled by what has happened to my payment history as well as good credit rating after using an inadequate mortgage company to refinance my home loan. The following is a digest of what happened while going through their process. 
Mortgage CompanyXXXX XXXXSenior Loan OfficerXXXX XXXX 
Toll Free : XXXXDirect : 240-305-7886XXXX : XXXX # XXXXHistory : XXXX XXXX - Initiated original loan applicationXX/XX/XXXX XXXX - Loan is approved but we need XXXX mortgage company approvalXX/XX/XXXX XXXX - We still do n't have your approval. Please pay your XXXX payment and we will close in two weeks. 
XXXX XXXX - Since you made your mortgage payment. The amount of the loan changed and now we have to get approvals againXX/XX/XXXX XXXX - I asked XXXX about now being late for XXXX payment waiting for them to close the loan. I was instructed to NOT pay the payment we would close any day nowXX/XX/XXXX XXXX - Still no approval from XXXX or their underwriter. Again, I was told to hold off of the payment or it would delay the loan approvalMay XXXX - I was told that I was good to go and that they would set up the closing asap. 
XXXX XXXX - Apologies from XXXX XXXX but they now have to start over due to a credit change to my report. The credit change was the notation of a late payment for my XXXX mortgage. That was caused by them. 
XXXX XXXX - I was informed that the credit change has now disqualified me from my ability to be approved. The apologized and told me that there is nothing they can do. 

Summary of the Situation : The process of a simple refinance took over 4 months and due to the negligence of the loan officer, XXXX XXXX, my mortgage payment was late for the XXXX time ever. Even worse they then declined me for something that they caused. It was the most frustrating experience I have ever gone through. I also have never had a late payment of my credit report and now because of this I get unfairly penalized. 
Upon getting the notification of now being declined, I immediately paid my XXXX payment and also the XXXX payment as well as re-setup the auto payments for my account. Please feel free to look at my credit report and mortgage account to verify this. I also have saved every email from XXXX XXXX to verify their mistakes.",,"SERVICE 1ST MORTGAGE, INC.",PA,,,Consent provided,Web,07/13/2015,Closed with non-monetary relief,Yes,No,1435899
12/07/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,"This car was a total loss XX/XX/XXXX. The pay off was {$18000.00} XXXX paid {$16000.00} XXXX paid {$580.00} XXXX paid {$520.00} XXXX paid {$510.00} XXXX paid {$260.00} Add everything paid comes up to {$18000.00} That would leave {$310.00} left to pay. I have tried to talk to customer service several times to see way my bill is {$830.00}. I would like to get this resolved and paid if you could help me understand the difference between my calculations and yours. 
I would also like to know way you waited until XX/XX/XXXX to send a letter to XXXX to cancel and get payment from them.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,TX,760XX,,Consent provided,Web,12/07/2016,Closed with explanation,Yes,No,2240665
04/06/2018,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,"A communication was received by XXXX XXXX XXXX XXXX that is not mine and I do not own this debt. I would like to get the issue resolved before the items is placed on my credit report and damages my credit worthiness. Amount is for XXXX, I have no idea where this debt came from, as I have fraud protection on my accounts which would/ should require the creditor to contact me ( this was never done ). The other amount is for XXXX",,PORTFOLIO RECOVERY ASSOCIATES INC,TX,774XX,,Consent provided,Web,04/07/2018,Closed with non-monetary relief,Yes,,2866427
03/24/2018,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was paid,"My credit report is showing a collection debt for a medical bill, which was paid in XX/XX/XXXX : Company : Capital Accounts LLC XXXX XXXX XXXX XXXX, TN XXXX Original Creditor Name : XXXX XXXX XXXX XXXX Opened : XX/XX/XXXX Amount : {$240.00}",Company believes it acted appropriately as authorized by contract or law,"Capital Accounts, LLC",MI,,,Consent provided,Web,03/24/2018,Closed with explanation,Yes,,2853240
08/10/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"I was just made aware that Greentree is seeking settlement of deficiency that occurs following the foreclosure sale of my home vs. the amount owed. I have not received detailed information on the deficiency and was being asked to settle the deficiency. I asked for a reduced settlement amount and also asked that they provide more detail before moving forward. I 've researched that in the State of MI, a borrower 's deficiency is capped at the FMV of the home. I was not made aware of this during their call. They said they will be sending me information in the mail. I also am not happy with the denials I received from them during the short sale process. They ended up selling the home for an amount less than what they were willing to negotiate with me ( via short sale ). I 've attached an email from my realtor that shows her surprise at the pending sale price.",Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,MI,483XX,,Consent provided,Web,08/10/2015,Closed with explanation,Yes,Yes,1511599
08/06/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"I had a collection account at Cavalry Portfolio Services that I owed to XXXX XXXX for XXXX. They reported the account on my credit bureau the same day they received the account. I did n't find out about it until months later when I pulled my free credit report. Before I paid it I called Cavalry and asked them when it would be reported to the bureau as paid. A lady told me if they received it before the end of the month if would take no less than 15 days. I paid the account in full on XXXX XXXX. I called cavalry today ( XXXX/XXXX/2015 ) to make sure they were going to show it as paid in full and now they are telling me its going to take 45 days????? Why does it take 45 days?? They did n't take 45 days before reporting it. I paid with a debit card and the money had cleared my bank. It should be reported immediately. I felt that they were deceptive, they just wanted the money before the end of the month and so they lied about when it was going to be reported to the bureau. They want the money right away, but they drag their feet when its on them to update it to the bureau!",,"CAVALRY INVESTMENTS, LLC",CO,,,Consent provided,Web,08/06/2015,Closed with non-monetary relief,Yes,No,1506597
12/12/2015,Credit card,,Customer service / Customer relations,,"XXXX is currently reporting chargeoffs accounts to the credit bureau ending in XXXX with balance {$1900.00} and account ending in XXXX with balance of {$3900.00} and account ending in XXXX with balance of {$850.00}. These accounts should be reported to the CRA with {$0.00} balance. XXXX are in violation of the FCRA. I had file complaint previously with case XXXX, XXXX and XXXX. XXXX of the accounts are being handled by XXXX XXXX collection agency and the other by XXXX XXXX XXXX.",Company chooses not to provide a public response,BARCLAYS BANK DELAWARE,PA,191XX,,Consent provided,Web,12/17/2015,Closed with explanation,Yes,No,1694863
05/08/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"Step 1 : What is this complaint about? I made complaint for investigation to the major credit reporting agencies, to investigate a credit union 's neglect to reflect a {$600.00} down payment against my car loan. They were supposed to provide an investigation, giving both sides a chance to answer back, and all they did was take the credit unions information and closed it. Not only this, but the credit reporting agencies have conflicting information regarding amounts. 

Step 2 : What type of problem are you having? My credit report shows negative balances. I am trying to get a credit card and improve my score, but it's not happening so easy. I also tried to negotiate with the credit union and failed, them saying to go to the collection agency.. I tried to negotiate with the collection agency and failed. They both refused to deal with me to start small payments, in trade with removing it from my credit report, so that I could work it out without it continuing to affect my credit report. They both said they can't remove anything from the credit report. They neglected to post a {$600.00} cash down payment against my {$3000.00} car loan, and the figures show me saying the truth. They also were refusing to cooperate with fixing the problem, which is why I quit them altogether. It didn't look like it was ever going to resolve. On the same day I began to let them know of a bad figure in my loan history, I had made the final payment on my personal loan with them, and that did not reflect either. They also refuse to provide statements upon request. 

Step 3 : What happened? I should have won. The result of the investigations showed differing figures from Transunion 's investigation and of XXXX 's. Transunions 's saying my monthly payments were {$89.00} per month, and XXXX 's saying they were $ XXXX.for the same payment period. It is obviously inaccurate, as I said, but neither company took any further responsibility to remove them from my report. The credit union only provided payment schedules showing monthly amounts, dates and when it went into the red. I needed the terms of the original contract, the interest percentage, and the down payment, -- the math for and the resulting original amount of the car loan, all reflecting in their report, and that didn't come through. 

Step 4 : What company is this complaint about? Transunion, XXXX   and XXXX. None of these companies will take the responsibility to remove errors of dishonesty from your credit report, even with proof. 

Step 5 : Who are the people involved? XXXX XXXX XXXX is the Creditor. XXXX XXXX XXXX is the collection agency. I worked with XXXX XXXX until there was a waiting time, and quit paying. Transunion is who we had requested an investigation from. I began myself with XXXX and XXXX. Again, nothing, and no cooperation when I tried a second time, them saying that it had already been investigated.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WI,537XX,,Consent provided,Web,05/08/2018,Closed with explanation,Yes,,2899561
12/17/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"In XX/XX/XXXX, I disputed with all three credit bureaus inaccurate inquiries on my credit report. Equifax advised me to reach out to the companies in regards to these car loan dealership finance dept in regard to these unauthorized inquiries. After speaking with XXXX XXXX XXXX about this type of inquiry they advise me to contact the dealership finance dept to retrack these reporting activities because the third party does n't have control of this reporting activity. I contact rhe dealership finance dept and the finance stated he did n't know how to request deletion from the bureaus. On XX/XX/XXXX, I spoke to a saleman at a XXXX dealership and advise him that I was interested in leasing with XXXX ; therefore, I DO N'T want my credit pulled by no other companies, he advised me it would n't since all leases are done by XXXX. On XX/XX/XXXX, I was contacted by XXXX that I could be approved for year end close out lease option that would be less expensive. To say the lease the dealership outsource my data without my permission.",,"EQUIFAX, INC.",TX,787XX,,Consent provided,Web,12/17/2017,Closed with explanation,Yes,,2757670
10/02/2018,Checking or savings account,Other banking product or service,Managing an account,Banking errors,"A while back, I had filed a complaint against PNC Bank with CFPB because they were repeatedly sending spam mail. 

At that time, PNC Bank had responded to the CFPB complaint and permanently opted out my name and mailing address from the mailing list they use for sending spam mail. 

Now, after a long time, I have started receiving new spam mail from PNC Bank. 

I have attached scanned copies of the front and back of the new spam mail.",,PNC Bank N.A.,NJ,085XX,,Consent provided,Web,10/03/2018,Closed with explanation,Yes,,3035672
09/24/2015,Debt collection,Credit card,False statements or representation,Indicated committed crime not paying,"This company refuses to send me documentation of the debt they say I owe. They said it 's against their policy and they are not allowed to send me anything in the mail or by email. I 've asked multiple times and was told my credit card company should 've did that prior to giving my debt to their company. They also are threatening to send someone to my house or work to give me a packet, yet nobody comes. They also said that by not paying I 'm committing fraud and it 's being reported as such. I attempted to make payments and set up payment arrangements and they said they wo n't take less than XXXX a month and hung up on me when I said I ca n't afford that much in a month. They refuse to work with me. I want documentation on my debt and I am unable to get them to send me anything. They call multiple family members in and out of state, even after talking to me and knowing my address and phone number. They tell my family I have a lawsuit against me and they hang up on my family once they are asked to not call again. They continue to call my family even after speaking to me on the phone. If I am unable to answer the phone I immediately get another call, within the same minute of the previous call. They imply that something bad will happen if I do n't pay them and that I am committing fraud, their words, and it will be reported and treated as such. This company also does n't verify my information before disclosing any info. They do n't say, this is an attempt to collect a debt and any information will be used for that purpose. I could be anyone on the phone and they disclose everything.",,Global Recovery Group,AZ,,,Consent provided,Web,09/24/2015,Untimely response,No,No,1578375
03/20/2018,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,I have XXXX credit protection through XXXX because my information was compromised through their security breach. There are now collection notices from Sunrise on my report. I am not behind in any of my debts. I never received a bill or any other notice that I owed money to XXXX XXXX XXXX XXXX prior to this notice on my credit report. I was not aware of this alleged debt in any way prior to this notice. I have disputed this debt in writing with Sunrise Credit Service. I do not believe these businesses should  be able to phish for a response from me by placing a notice on my credit report without first sending me an actual bill that I don't actually pay. I do not do business with XXXX XXXX XXXX XXXX in any way and do not have a debt with them.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNRISE CREDIT SERVICES, INC",TX,77845,Servicemember,Consent provided,Web,03/20/2018,Closed with explanation,Yes,,2848145
10/30/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"when i bought the house we live in, the mortgage is with Wells Fargo. when pres obama said there is mortgage help out there i thought why am i paying 6 % on my loan. This was in XXXX i have contacted Wells Fargo to refi to a VA loan from a fha loan because of all the insurance i have to pay. Well to make a long story short here i am 3 years later still trying tlo get a refi. Wells Fargo has never ever tried to help me. in XXXX i suffered a XXXX XXXX XXXX, i am the only worker in my family. when the XXXX XXXX came my unemployment just ran out current on mortgage. As i was in the hospital from XXXX XXXX to XXXX XXXX i was in the hospital. my new job was to start on XXXX XXXX well after the XXXX, i was left with XXXX income, so i went to my veterans service office and received a macv which paid my mortgage and house bills for 6 months. they paid and not always on time, So Wells Fargo who knew of my condition said as long as we receive it by the XXXX no penalties. So what they kept doing is reported every late to the credit bureau. taking my credit score from XXXX down to XXXX. So now they will not refi me because my credit score is down. What they do not understand is that they did it and that they refused to help because of that. So they keep doing this while i go deeper in debt. All i ask is that they refi me, take the stuff they put on my credit report off. i have been ontime for past 6 month, they told me after 3 months on time we will work with you. Well its been 6 and nothing. for three years i have been paying over {$4200.00} on interest and {$1200.00} on my principle per year. Also they have raised my esgrow account from {$130.00} a month to over {$210.00} a month, mean while my insurance and taxes have not gone up since i signed the papers. my tax goes up only {$40.00} and down depending on the schools needs. my insurance highest was {$1000.00} i have since redid insurance XXXX to keep it below {$800.00} a year. But Wells Fargo has broken verbal promises, they have lied to me about why my payment keeps going up even though the taxes and insurance as i write this are the same as when i signed my mortgage but the increase of 100 % is alarming. They refuse to help because of my credit score in which they brought down as i was fight for life. This bank has done alot of damage to my credit, my life and yes i am on XXXX because of XXXX during my XXXX XXXX. I just need this bank to do the right thing. they have disciminated against me, they have put me in a financial pickle. I have tried but all i get is no we ca n't because of your credit score that we brought down. my next step is to sue Wells Fargo XXXX XXXX for unethical business practices and unethical discrimnation of finacial help, and unethical lending practices. The 6 % i pay on this mortgage is unreal and Wells Fargo owes me for overpaying the last 3 years.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,MN,,Servicemember,Consent provided,Web,11/02/2015,Closed with explanation,Yes,No,1632943
